o-xylene_comp	m-xylene_comp	p-xylene_comp	o-xylene_mass	o-xylene_error	m-xylene_mass	m-xylene_error	p-xylene_mass	p-xylene_error	total_mass	total_mass_error
0.12 0.3 0.5800000000000001 23.7996284637 16.8857852895 117.5723581246 21.1375563710 218.9127115827 19.7708525200 360.2846981710 57.7941941805
0.12 0.31 0.5700000000000001 35.4252534275 11.1546179320 59.3345575983 25.8369523482 283.0730002981 26.4443573381 377.8328113239 63.4359276183
0.12 0.32 0.56 40.4703359589 9.1866090278 119.6561965615 19.5628998887 233.3899049339 27.5947217885 393.5164374543 56.3442307050
0.12 0.33 0.55 56.2636377966 29.7105802528 122.5077649489 27.4198041931 200.5968684794 21.8956225875 379.3682712249 79.0260070334
0.01 0.17 0.82 4.0580011666 6.4550466491 49.2443925354 16.3177402843 277.6988906450 17.4463681620 331.0012843470 40.2191550954
0.12 0.34 0.54 40.6896873733 26.9400688321 137.0946340072 20.9936608032 173.7263202140 53.8837095517 351.5106415945 101.8174391870
0.12 0.35000000000000003 0.53 40.5800116661 20.1636334371 116.1465739309 27.8878388392 206.9580594973 16.2616197333 363.6846450943 64.3130920096
0.12 0.36 0.52 35.6446048419 18.7028437047 122.6174406561 19.4296327143 221.2159014341 8.7355857391 379.4779469321 46.8680621581
0.12 0.37 0.51 54.8378536029 9.4346610728 109.4563557914 44.3317837060 205.8613024253 48.1754835405 370.1555118196 101.9419283193
0.12 0.38 0.5 37.5090918644 16.8429894482 163.3071280294 39.2105608754 157.6039912547 24.3726962179 358.4202111485 80.4262465415
0.12 0.39 0.49 35.6446048419 17.3689757797 144.5525820972 47.9853467010 196.7582187272 21.3053353811 376.9554056663 86.6596578618
0.12 0.4 0.48 32.9027121617 39.8048786725 162.9781009078 62.9825103140 171.4231303626 15.0155616451 367.3039434321 117.8029506316
0.12 0.41 0.47 38.9348760581 11.0767034654 119.2174937327 32.9655329291 205.7516267180 30.5473917713 363.9039965088 74.5896281658
0.12 0.42 0.46 38.9348760581 11.0767034654 119.2174937327 32.9655329291 205.7516267180 30.5473917713 363.9039965088 74.5896281658
0.12 0.43 0.45 65.1473700802 32.2633048579 108.0305715977 43.7769592693 218.0353059251 40.4499709815 391.2132476030 116.4902351087
0.01 0.18 0.81 5.0450825315 4.7249740691 62.2958016929 33.4221309672 279.1246748387 28.1505729654 346.4655590631 66.2976780017
0.12 0.44 0.44 60.8700174992 28.3973259437 113.9530597868 22.5878709935 181.5132954256 35.9428561006 356.3363727116 86.9280530378
0.12 0.45 0.43 37.6187675716 15.8419716043 131.2818215253 33.5872788162 193.1389203894 27.0025065816 362.0395094863 76.4317570021
0.12 0.46 0.4199999999999999 24.1286555853 12.3695528114 143.3461493180 34.5476736810 179.1004298670 53.9203077567 346.5752347703 100.8375342491
0.12 0.47 0.4099999999999999 29.1737381167 14.1375347441 158.8104240340 16.3206886519 159.4684782772 28.9377643996 347.4526404279 59.3959877956
0.12 0.48 0.4 51.6572580939 16.3324767998 188.9712435156 30.4306115230 109.2370043770 37.5942984136 349.8655059865 84.3573867364
0.12 0.49 0.39 40.7993630806 17.7606931716 138.9591210297 64.0926665972 174.2746987500 27.7668048054 354.0331828603 109.6201645742
0.12 0.5 0.38 50.7798524363 37.6531254634 130.5140915749 52.3786192268 164.9522636375 32.0388253133 346.2462076487 122.0705700035
0.12 0.51 0.37 32.5736850401 27.4899047911 163.0877766150 45.9414244057 153.4363143809 44.2274683686 349.0977760360 117.6587975654
0.12 0.52 0.36 38.2768218148 16.1696364735 183.9261609841 82.8341344053 150.6944217007 55.5673894453 372.8974044996 154.5711603241
0.12 0.53 0.35 44.1993100039 19.5161133534 143.0171221963 18.4880844195 161.9910195429 30.2482339612 349.2074517431 68.2524317341
0.0 0.12 0.88 0.0000000000 0.0000000000 39.3735788869 15.3765185046 301.7178705231 12.2797615928 341.0914494100 27.6562800974
0.01 0.19 0.8 25.3350883645 9.7949678790 63.3925587649 11.0462549789 314.7692796806 38.3206355961 403.4969268100 59.1618584540
0.12 0.54 0.34 43.3219043463 31.3142870976 163.6361551510 45.2661818733 149.7073403359 37.0372768445 356.6653998332 113.6177458154
0.12 0.55 0.33 52.2056366300 16.6244641122 161.9910195429 27.9928846382 163.6361551510 22.1816236954 377.8328113239 66.7989724458
0.12 0.56 0.31999999999999995 31.1479008464 13.7930011252 163.4168037366 27.8066312429 160.6749110565 23.7264831602 355.2396156395 65.3261155283
0.12 0.5700000000000001 0.30999999999999994 67.9989384676 22.9429416263 126.8947932371 18.1757499231 178.3326999166 18.3967717954 373.2264316213 59.5154633448
0.12 0.58 0.30000000000000004 58.2378005263 38.6295216607 164.0748579799 28.6201064307 142.0300408315 42.4602244621 364.3426993377 109.7098525535
0.12 0.59 0.29000000000000004 50.2314739002 15.6433087523 162.1006952501 20.3607271610 130.1850644533 40.1634775855 342.5172336036 76.1675134988
0.12 0.6 0.28 46.0637970264 30.4495792860 201.8033012586 41.2473989560 133.6946870838 19.6365464030 381.5617853688 91.3335246450
0.12 0.61 0.27 56.8120163326 14.8220540533 126.3464147011 30.5095660730 195.7711373623 12.0543531503 378.9295683960 57.3859732766
0.12 0.62 0.26 48.0379597561 15.1272979917 216.8288731458 38.9841217464 84.3406188412 26.5533018697 349.2074517431 80.6647216078
0.12 0.63 0.25 39.8122817157 20.2778489371 215.9514674882 35.8248608804 109.8950586202 12.6503214597 365.6588078241 68.7530312772
0.01 0.2 0.79 16.7803832025 19.4172468950 88.2889443007 13.9249281258 250.6089909652 39.4344797088 355.6783184684 72.7766547296
0.12 0.64 0.24 51.4379066795 26.9489973674 224.7255240646 56.0716449739 101.0113263365 57.2141489123 377.1747570806 140.2347912536
0.12 0.65 0.23 42.9928772247 15.6125208682 190.7260548309 57.8206334116 108.7983015481 22.5153301795 342.5172336037 95.9484844593
0.12 0.66 0.22 38.4961732292 26.4261562503 207.7257894478 39.9400317447 93.8824053681 38.8406881808 340.1043680451 105.2068761758
0.12 0.67 0.21 50.5605010219 9.8439675239 157.1652884259 13.3173589166 142.0300408315 20.7516176451 349.7558302793 43.9129440856
0.12 0.68 0.2 50.5605010219 9.8439675239 157.1652884259 13.3173589166 142.0300408315 20.7516176451 349.7558302793 43.9129440856
0.12 0.6900000000000001 0.18999999999999995 32.6833607473 14.6259865034 226.0416325511 10.9763412703 94.3211081970 28.8678462105 353.0461014954 54.4701739842
0.12 0.7000000000000001 0.17999999999999994 47.1605540985 14.0795588417 195.5517859479 11.1761644422 115.0498168589 27.0914537445 357.7621569053 52.3471770284
0.12 0.71 0.17000000000000004 41.5670930310 29.5791132726 220.8868743124 36.7464361112 104.3015975527 15.8995734517 366.7555648961 82.2251228355
0.12 0.72 0.16000000000000006 20.3996815403 10.4830700762 239.4220688302 30.9635325327 113.2950055436 18.0828601791 373.1167559141 59.5294627880
0.12 0.73 0.15000000000000002 45.8444456120 15.2224192266 203.5581125739 37.9953122148 106.4951116968 33.7430641415 355.8976698827 86.9607955829
0.01 0.21 0.78 15.9029775448 17.5891934584 102.3274348230 43.0655598785 236.4608247357 66.7542252805 354.6912371035 127.4089786174
0.12 0.74 0.14 66.2441271523 28.8127914649 254.5573164246 28.0341062357 44.3089857111 28.4768491023 365.1104292880 85.3237468029
0.12 0.75 0.13 44.6380128328 21.3188812141 255.4347220823 20.3937841444 60.4313146704 17.5946635856 360.5040495855 59.3073289441
0.12 0.76 0.12 49.2443925354 15.2980903767 230.0996337177 46.8231785501 92.1275940529 36.3687026465 371.4716203060 98.4899715733
0.12 0.77 0.11 31.4769279681 22.4189593698 222.5320099205 44.9611545313 86.9728358142 16.8286999832 340.9817737028 84.2088138843
0.12 0.78 0.09999999999999998 59.2248818911 30.3229034199 275.0666736721 15.0155616451 32.7930364545 21.2714330597 367.0845920177 66.6098981247
0.12 0.79 0.08999999999999997 44.4186614183 15.7567008572 296.5631122844 16.5809938100 28.1866567519 9.7506576689 369.1684304546 42.0883523361
0.12 0.8 0.07999999999999996 33.3414149906 32.5749774891 275.9440793297 63.3785156830 38.9348760581 31.7718995691 348.2203703784 127.7253927412
0.12 0.81 0.06999999999999995 84.7793216701 41.3324656525 249.1832067715 59.9018150567 46.3928241480 15.8723144239 380.3553525896 117.1065951331
0.12 0.8200000000000001 0.059999999999999935 33.5607664050 8.4214947241 284.8278116134 20.9086891205 37.6187675716 16.6418204393 356.0073455900 45.9720042839
0.12 0.8300000000000001 0.04999999999999993 45.9541213192 6.1808853852 263.8797515371 19.5013153379 39.2639031797 19.3551989096 349.0977760360 45.0373996327
0.01 0.22 0.77 5.3741096531 6.2582461605 100.6822992149 15.8874641023 237.3382303933 28.0598389825 343.3946392613 50.2055492453
0.12 0.84 0.040000000000000036 52.6443394588 23.9886622039 269.9119154334 37.9002175964 40.1413088373 11.0636643750 362.6975637295 72.9525441753
0.12 0.85 0.030000000000000027 65.0376943730 17.5289093964 301.4985191087 24.5281572428 14.9158961800 21.0782899473 381.4521096617 63.1353565865
0.12 0.86 0.020000000000000014 37.3994161572 14.1715274230 290.7502998025 35.9053542283 8.7740565765 14.8771367480 336.9237725362 64.9540183993
0.12 0.87 0.010000000000000007 39.0445517653 19.4147687830 329.4658244462 27.4268223156 2.5225412657 4.4198085320 371.0329174772 51.2613996306
0.12 0.88 0.0 58.1281248191 17.9144449213 263.5507244155 24.6084524351 0.0000000000 0.0000000000 321.6788492346 42.5228973564
0.13 0.0 0.87 53.3023937020 15.9599823830 0.0000000000 0.0000000000 293.7115438971 22.8441624146 347.0139375991 38.8041447976
0.13 0.01 0.86 78.0891035305 11.8246486193 11.6256249638 13.4753913598 277.1505121090 43.6426636718 366.8652406033 68.9427036509
0.13 0.02 0.85 40.0316331301 11.8327839135 5.1547582387 7.9270578504 314.0015497302 23.6004181704 359.1879410990 43.3602599343
0.13 0.03 0.84 60.1022875488 15.2224192266 16.8900589097 15.8844353225 274.9569979649 28.2324955045 351.9493444234 59.3393500536
0.13 0.04 0.83 50.4508253147 21.3008181892 65.1473700802 30.7671148480 256.3121277399 25.1499573625 371.9103231348 77.2178903997
0.01 0.23 0.76 2.0838384369 1.6118971190 96.7339737555 30.1685954839 241.6155829743 32.0478346846 340.4333951667 63.8283272875
0.13 0.05 0.8200000000000001 50.1217981930 23.1475510345 18.2061673962 2.9754273496 290.3115969737 31.2188774798 358.6395625629 57.3418558639
0.13 0.06 0.81 57.0313677470 20.3063024342 22.0448171484 18.9761160896 263.8797515371 36.6874667019 342.9559364325 75.9698852257
0.13 0.07 0.8 81.1600233323 19.5210435324 37.1800647428 12.3578779123 235.5834190780 31.1957506691 353.9235071531 63.0746721138
0.13 0.08 0.79 59.8829361344 19.3029244682 47.8186083417 29.8059751398 259.2733718345 55.5414067807 366.9749163106 104.6503063887
0.13 0.09 0.78 40.1413088373 11.3428226202 35.3155777203 13.2630538423 275.0666736721 13.3894230732 350.5235602297 37.9952995357
0.13 0.1 0.77 45.5154184904 32.5498578638 24.1286555853 8.4386174014 277.0408364018 24.1226725322 346.6849104775 65.1111477974
0.13 0.11 0.76 24.6770341213 13.7160423646 39.9219574229 19.3402777725 272.3247809920 39.2056521922 336.9237725362 72.2619723293
0.13 0.12 0.75 35.4252534275 22.0183372059 36.9607133283 16.5403184529 276.7118092802 49.2472015213 349.0977760360 87.8058571801
0.13 0.13 0.74 38.9348760581 13.7510770126 47.5992569273 17.8525640977 270.7893210911 34.5532440895 357.3234540765 66.1568851998
0.13 0.14 0.73 54.3991507741 50.8611558273 46.5024998553 29.7008619141 264.5378057803 53.5801470313 365.4394564097 134.1421647727
0.01 0.24 0.75 9.8708136485 9.8096934717 85.2180244989 20.8395388182 244.4671513617 27.7060895128 339.5559895091 58.3553218027
0.13 0.15 0.72 25.7737911934 21.4134621169 31.8059550897 17.6710675710 288.9954884872 40.8959520592 346.5752347703 79.9804817471
0.13 0.16 0.71 56.4829892110 49.2979798993 68.2182898820 27.5074020272 241.5059072671 64.8724159518 366.2071863601 141.6777978783
0.13 0.17 0.7 59.4442333055 13.4789614728 84.0115917196 14.1034601350 237.0092032717 24.2023249614 380.4650282968 51.7847465692
0.13 0.18 0.69 41.1283902022 26.8111682417 63.6119101794 32.8734522963 257.7379119336 36.4281880700 362.4782123152 96.1128086080
0.13 0.19 0.6799999999999999 44.7476885400 16.2911809643 59.6635847199 38.9211255483 232.5124992763 49.8222346809 336.9237725362 105.0345411935
0.13 0.2 0.6699999999999999 24.4576827069 20.9431786515 111.2111671067 29.3750775529 226.2609839655 34.8596260180 361.9298337791 85.1778822224
0.13 0.21 0.66 50.4508253147 30.2434615663 78.7471577738 27.5074020272 223.2997398710 21.9833457857 352.4977229595 79.7342093792
0.13 0.22 0.65 41.5670930310 22.0598174278 45.7347699048 19.3303239490 252.5831536949 44.5429221463 339.8850166307 85.9330635231
0.13 0.23 0.64 53.0830422876 6.4475884760 100.4629478005 12.9287145300 216.8288731458 10.1139795050 370.3748632339 29.4902825110
0.13 0.24 0.63 43.3219043463 26.0188134832 70.4118040261 12.6312898234 226.1513082583 31.2727735276 339.8850166307 69.9228768342
0.01 0.25 0.74 3.9483254594 3.8245225942 88.5082957151 11.8042858547 270.3506182623 36.8092326870 362.8072394368 52.4380411359
0.13 0.25 0.62 53.7410965308 25.6087492110 81.9277532827 32.4284193248 212.1128177360 53.4668791408 347.7816675495 111.5040476766
0.13 0.26 0.61 47.5992569273 12.7412776085 53.4120694092 26.7446860012 282.6342974693 17.9894908001 383.6456238058 57.4754544098
0.13 0.27 0.6 51.8766095083 19.7245592532 96.1855952195 21.7545297120 206.4096809613 24.3628235330 354.4718856891 65.8419124982
0.13 0.28 0.59 32.4640093329 6.0629937205 91.1405126880 28.4599478906 228.8932009385 29.3685250038 352.4977229594 63.8914666149
0.13 0.29 0.5800000000000001 52.9733665804 13.0620037702 64.2699644226 14.3234961993 260.5894803209 22.8946561121 377.8328113239 50.2801560816
0.13 0.3 0.5700000000000001 65.5860729091 23.7325660941 77.6504007017 42.2307019122 211.7837906144 5.4353138276 355.0202642252 71.3985818339
0.13 0.31 0.56 52.5346637516 14.7374117172 116.6949524670 21.4628381563 201.9129769658 56.2601101047 371.1425931844 92.4603599782
0.13 0.32 0.55 27.4189268014 15.5878467779 137.7526882505 12.1814117665 181.6229711328 13.6879500824 346.7945861847 41.4572086268
0.13 0.33 0.54 39.7026060085 20.5723095025 148.7202589710 24.6748405097 168.2425348537 20.7909967618 356.6653998332 66.0381467740
0.13 0.34 0.53 70.1924526117 25.7025201187 94.7598110258 19.0393995177 171.3134546554 46.1816781442 336.2657182929 90.9235977806
0.01 0.26 0.73 10.1998407701 9.2700305720 97.0630008771 10.9015666865 233.6092563483 25.0771531890 340.8720979955 45.2487504475
0.13 0.35000000000000003 0.52 60.8700174992 9.3321073632 123.2754948993 13.8278407895 173.5069687995 25.7081354965 357.6524811980 48.8680836492
0.13 0.36 0.51 50.2314739002 23.4982602232 126.3464147011 25.1020836423 199.6097871145 29.0506085013 376.1876757158 77.6509523668
0.13 0.37 0.5 46.9412026841 21.7876803327 120.0948993903 21.5031524031 210.4676821279 22.2227991350 377.5037842023 65.5136318708
0.13 0.38 0.49 47.8186083417 18.3967717954 146.4170691197 41.9586632715 156.5072341827 52.9932316432 350.7429116441 113.3486667101
0.13 0.39 0.48 42.2251472742 22.3480233217 117.3530067102 16.6331445396 210.9063849567 16.3795445539 370.4845389411 55.3607124152
0.13 0.4 0.47 35.3155777203 17.4187674990 111.6498699355 31.3188963197 213.9773047585 27.2508270284 360.9427524143 75.9884908471
0.13 0.41 0.46 53.7410965308 21.6814199293 117.0239795886 17.6110637727 168.7909133897 7.7676421086 339.5559895091 47.0601258106
0.13 0.42 0.45 40.0316331301 21.6369907435 137.9720396649 46.6481611097 163.5264794438 29.4486932666 341.5301522388 97.7338451198
0.13 0.43 0.44 32.6833607473 17.0699941545 129.9657130389 28.2699639954 205.4225995964 25.4258474354 368.0716733826 70.7658055853
0.13 0.44 0.43 44.6380128328 18.2022027823 128.4302531380 17.0389603406 188.0938378579 43.8209010211 361.1621038287 79.0620641440
0.01 0.27 0.72 2.5225412657 3.2237942380 113.8433840796 27.8118217911 229.5512551817 8.4557054055 345.9171805270 39.4913214346
0.13 0.45 0.4199999999999999 56.8120163326 32.9363288722 146.4170691197 34.1512612128 147.4041504846 18.7849867020 350.6332359369 85.8725767870
0.13 0.46 0.4099999999999999 32.0253065041 31.6246625893 135.2301469847 33.7230952976 184.6938909345 55.9169737611 351.9493444233 121.2647316480
0.13 0.47 0.3999999999999999 21.9351414412 14.6818048161 170.1070218762 39.7831148175 165.9393450023 44.3860175152 357.9815083197 98.8509371488
0.13 0.48 0.39 53.6314208236 28.8461705208 140.8236080522 34.3647437863 174.0553473356 48.9728744674 368.5103762114 112.1837887745
0.13 0.49 0.38 35.5349291347 21.4628381563 140.3849052234 46.6553806706 171.3134546554 44.5159090795 347.2332890135 112.6341279064
0.13 0.5 0.37 52.9733665804 13.3173589166 141.0429594666 42.3660661879 163.5264794438 38.3168686382 357.5428054908 94.0002937427
0.13 0.51 0.36 53.9604479452 36.5376515830 172.5198874347 52.7748745081 137.5333368361 62.2795799340 364.0136722160 151.5921060251
0.13 0.52 0.35 40.7993630806 12.9138196926 199.6097871145 14.8771367480 110.0047343274 21.9088034591 350.4138845225 49.6997598997
0.13 0.53 0.34 62.2958016929 31.3956170665 177.7843213806 33.5356678058 99.6952178501 19.3651399472 339.7753409236 84.2964248195
0.13 0.54 0.33 70.7408311477 3.9847163251 98.8178121924 19.4147687830 201.9129769658 22.9576170599 371.4716203059 46.3571021680
0.01 0.28 0.71 2.7418926801 4.2759462510 96.2952709267 51.7948099499 251.1573695012 53.7299039666 350.1945331080 109.8006601675
0.13 0.55 0.31999999999999995 48.6960139994 20.4055772317 173.7263202140 28.7626502502 127.2238203587 22.8483744848 349.6461545721 72.0166019667
0.13 0.56 0.30999999999999994 21.6061143195 8.2541444677 176.2488614797 31.5789863882 166.0490207096 19.8194654592 363.9039965088 59.6525963151
0.13 0.5700000000000001 0.29999999999999993 45.6250941976 32.6192590504 166.5973992456 50.0217422367 147.9525290206 32.2558473757 360.1750224638 114.8968486628
0.13 0.58 0.29000000000000004 45.0767156616 12.6465174236 157.7136669619 29.3685250038 163.4168037366 23.9786314018 366.2071863601 65.9936738292
0.13 0.59 0.28 49.5734196570 11.2191333221 213.6482776369 61.6162769348 93.8824053681 56.0759353066 357.1041026620 128.9113455635
0.13 0.6 0.27 40.3606602517 21.1375563710 192.7002175606 27.7945161943 115.1594925661 23.7061954411 348.2203703784 72.6382680064
0.13 0.61 0.26 33.8897935266 6.4847935654 209.2612493486 45.5522704660 116.1465739309 30.8997558789 359.2976168061 82.9368199103
0.13 0.62 0.25 29.0640624095 19.8631153809 206.6290323757 22.5985191207 124.8109548002 19.9187510807 360.5040495854 62.3803855823
0.13 0.63 0.24 34.8768748914 12.4393721024 198.9517328713 23.1246748723 126.6754418227 24.2579260437 360.5040495854 59.8219730184
0.13 0.64 0.23 71.1795339766 16.8544122976 206.8483837901 22.5558964514 96.8436494627 24.5888924190 374.8715672294 63.9992011680
0.0 0.13 0.87 0.0000000000 0.0000000000 67.6699113460 48.4394280225 271.1183482127 38.0092394195 338.7882595587 86.4486674420
